age,job,marital,education,balance,housing,loan,duration,campaign,pdays,poutcome,y
37,services,divorced,secondary,532,yes,no,199,1,-1,unknown,
58,management,married,secondary,47,yes,no,145,2,-1,unknown,no
56,management,divorced,tertiary,659,no,yes,56,1,-1,unknown,no
,blue-collar,married,secondary,393,yes,no,11,9,-1,unknown,no
33,admin.,divorced,secondary,661,yes,no,411,1,173,other,no
26,services,single,secondary,,no,no,165,23,-1,unknown,no
40,management,single,unknown,838,yes,no,619,3,-1,unknown,no
,services,,secondary,195,yes,no,203,1,-1,unknown,no
45,entrepreneur,married,secondary,68,yes,no,254,1,-1,unknown,
37,technician,single,secondary,-242,yes,no,1149,6,-1,unknown,yes
,management,divorced,tertiary,321,yes,no,189,1,-1,unknown,no
43,services,single,secondary,343,yes,no,,2,97,success,yes
28,blue-collar,married,secondary,8,yes,no,196,1,-1,unknown,
32,blue-collar,divorced,secondary,739,yes,no,171,1,-1,unknown,no
26,unemployed,single,secondary,622,no,no,1451,2,-1,unknown,yes
,services,married,secondary,152,yes,no,563,1,-1,unknown,yes
,technician,single,secondary,2,no,no,239,4,-1,unknown,no
39,blue-collar,married,secondary,1439,yes,no,73,6,-1,unknown,
42,blue-collar,divorced,secondary,1491,yes,no,,2,334,failure,no
32,technician,single,secondary,642,yes,no,158,1,167,success,no
30,unemployed,married,secondary,121,no,no,100,4,-1,unknown,no
26,management,single,tertiary,122,no,yes,160,1,-1,unknown,no
30,student,single,secondary,,yes,no,661,1,-1,unknown,no
32,management,married,tertiary,62,yes,no,166,1,-1,unknown,no
47,services,married,secondary,3333,yes,yes,114,2,-1,unknown,
33,technician,married,tertiary,16992,yes,no,58,1,-1,unknown,
57,blue-collar,married,primary,23,yes,no,25,8,-1,unknown,no
,admin.,married,secondary,,yes,no,121,2,-1,unknown,no
,technician,married,tertiary,672,no,yes,226,4,-1,unknown,no
,retired,single,secondary,366,no,yes,234,2,-1,unknown,
54,management,divorced,tertiary,,no,yes,88,1,-1,unknown,no
31,management,married,tertiary,1343,yes,yes,85,1,-1,unknown,no
41,entrepreneur,married,secondary,215,yes,no,134,1,-1,unknown,no
44,unknown,married,secondary,2319,no,no,251,3,-1,unknown,no
,services,single,secondary,35,yes,no,152,1,-1,unknown,no
30,management,married,tertiary,877,no,no,202,1,83,failure,no
43,blue-collar,,primary,3,yes,no,379,17,-1,unknown,no
51,entrepreneur,married,secondary,-282,,yes,123,6,-1,unknown,no
60,retired,married,secondary,89,no,no,156,2,-1,unknown,no
43,self-employed,married,secondary,14,no,no,332,1,-1,unknown,no
31,management,married,tertiary,175,yes,no,90,3,-1,unknown,no
56,management,married,primary,772,yes,no,,1,-1,unknown,no
42,technician,married,secondary,148,yes,no,23,2,-1,unknown,
52,entrepreneur,married,primary,592,no,no,,2,-1,unknown,no
40,technician,married,secondary,,yes,yes,105,2,172,failure,no
36,services,married,secondary,364,yes,no,1143,4,-1,unknown,no
40,services,married,primary,33,no,no,70,3,-1,unknown,no
46,blue-collar,married,secondary,,yes,no,264,2,-1,unknown,no
32,admin.,single,secondary,1649,no,no,204,2,-1,unknown,
31,housemaid,single,tertiary,287,yes,no,182,1,-1,unknown,no
41,technician,divorced,secondary,,yes,no,386,2,-1,unknown,no
58,housemaid,,primary,419,no,yes,295,3,-1,unknown,no
36,services,married,secondary,257,yes,no,86,2,-1,unknown,no
52,technician,married,secondary,118,no,no,16,20,-1,unknown,no
42,management,married,tertiary,251,no,no,413,2,-1,unknown,no
32,management,single,tertiary,1731,yes,yes,323,3,-1,unknown,no
62,management,married,tertiary,,,no,78,3,-1,unknown,no
31,technician,single,tertiary,23,no,no,121,3,-1,unknown,no
41,blue-collar,single,secondary,-386,no,yes,477,1,-1,unknown,yes
,self-employed,married,tertiary,5498,no,no,265,1,-1,unknown,no
44,management,single,tertiary,563,no,no,418,2,-1,unknown,yes
42,blue-collar,married,primary,741,yes,no,386,4,-1,unknown,no
37,entrepreneur,single,secondary,654,no,no,594,2,-1,unknown,no
47,management,married,tertiary,189,no,no,161,1,-1,unknown,no
32,unemployed,married,secondary,24,,yes,450,3,-1,unknown,no
46,blue-collar,married,secondary,519,yes,no,217,6,-1,unknown,no
39,technician,single,tertiary,119,no,no,136,1,-1,unknown,no
28,services,single,secondary,229,yes,no,322,1,-1,unknown,no
26,student,,secondary,23,no,no,104,1,196,failure,no
52,technician,married,secondary,1818,no,yes,189,2,111,failure,no
42,unemployed,married,secondary,1289,,no,250,4,415,failure,yes
33,technician,divorced,tertiary,39,no,no,123,5,-1,unknown,no
73,retired,married,primary,796,no,no,427,1,182,failure,yes
,admin.,single,secondary,57,no,yes,632,2,-1,unknown,no
40,management,married,tertiary,1548,yes,no,101,3,-1,unknown,no
51,technician,married,secondary,117,no,no,467,2,88,other,yes
37,admin.,single,secondary,,yes,no,640,2,-1,unknown,no
39,management,married,tertiary,691,yes,yes,517,1,255,failure,no
28,blue-collar,married,secondary,64,yes,no,160,3,-1,unknown,no
49,technician,divorced,tertiary,,yes,no,177,3,-1,unknown,no
36,admin.,married,secondary,957,yes,no,206,1,-1,unknown,
45,technician,married,secondary,118,yes,no,208,2,-1,unknown,no
29,technician,single,tertiary,218,yes,no,169,1,-1,unknown,no
,management,married,secondary,724,yes,no,287,2,415,failure,
,housemaid,married,tertiary,2,yes,yes,505,3,-1,unknown,no
30,blue-collar,married,secondary,-28,yes,no,284,2,371,failure,no
46,blue-collar,married,primary,665,no,no,89,4,235,failure,no
25,student,single,tertiary,5,no,no,138,1,-1,unknown,no
36,management,married,tertiary,925,no,no,321,3,189,success,yes
42,blue-collar,married,primary,2519,yes,no,262,4,-1,unknown,no
57,admin.,married,secondary,3927,no,no,61,1,-1,unknown,no
42,management,divorced,tertiary,41,yes,no,217,9,-1,unknown,no
29,management,married,tertiary,581,yes,yes,192,2,-1,unknown,no
36,technician,married,tertiary,1327,no,no,174,2,-1,unknown,no
31,unemployed,married,secondary,3242,no,no,292,2,-1,unknown,no
59,technician,married,primary,3163,yes,no,240,2,-1,unknown,no
50,unemployed,divorced,secondary,32,no,no,282,2,-1,unknown,
47,admin.,married,secondary,31,yes,yes,128,6,-1,unknown,
46,housemaid,married,primary,,no,no,161,1,-1,unknown,no
26,blue-collar,single,primary,155,yes,no,291,1,244,failure,no
31,services,single,secondary,11386,yes,no,356,1,-1,unknown,no
30,services,married,tertiary,138,yes,no,294,2,-1,unknown,no
47,blue-collar,single,unknown,2443,no,no,422,1,-1,unknown,no
23,technician,single,tertiary,1129,,no,806,1,-1,unknown,yes
44,unemployed,single,primary,4232,no,no,227,1,-1,unknown,no
42,self-employed,married,secondary,5564,no,no,560,2,-1,unknown,no
32,services,single,secondary,-42,yes,no,135,1,-1,unknown,no
28,admin.,single,secondary,1323,yes,no,361,1,-1,unknown,no
57,retired,married,primary,1623,yes,yes,246,1,-1,unknown,no
38,technician,married,tertiary,142,yes,no,419,2,-1,unknown,no
22,student,single,secondary,2488,no,no,449,2,38,other,
54,admin.,married,secondary,865,yes,no,71,1,-1,unknown,no
32,technician,married,tertiary,-153,yes,no,357,3,-1,unknown,no
32,management,married,tertiary,1667,yes,no,164,2,179,failure,no
59,admin.,divorced,secondary,975,yes,no,263,4,-1,unknown,no
45,technician,married,secondary,2571,no,no,146,2,-1,unknown,no
,unknown,married,primary,732,no,no,759,2,-1,unknown,yes
50,admin.,divorced,secondary,769,no,no,72,2,363,failure,no
,technician,married,secondary,-136,yes,yes,131,2,-1,unknown,no
,admin.,divorced,secondary,3636,,yes,808,2,-1,unknown,yes
30,management,married,tertiary,931,no,no,1183,1,-1,unknown,no
62,housemaid,married,secondary,565,no,no,123,3,-1,unknown,no
40,blue-collar,married,secondary,271,yes,no,483,2,-1,unknown,no
26,self-employed,single,tertiary,1153,no,no,238,3,-1,unknown,no
,management,married,tertiary,-73,yes,no,90,1,-1,unknown,no
50,unknown,married,unknown,558,no,no,464,1,683,failure,yes
31,unknown,divorced,tertiary,137,no,no,385,9,-1,unknown,
,technician,married,secondary,7,yes,no,240,2,-1,unknown,no
55,retired,married,primary,-966,no,yes,,1,-1,unknown,
,admin.,married,secondary,96,no,no,109,2,-1,unknown,no
58,retired,married,primary,47,no,no,598,4,-1,unknown,no
50,management,single,tertiary,567,yes,no,274,8,-1,unknown,no
31,technician,single,secondary,4,no,no,123,2,-1,unknown,no
47,admin.,,secondary,136,no,yes,70,1,-1,unknown,no
38,self-employed,single,tertiary,917,yes,no,260,1,-1,unknown,
46,management,single,tertiary,593,yes,no,190,3,-1,unknown,no
42,blue-collar,married,primary,55,yes,no,521,2,-1,unknown,no
,blue-collar,married,secondary,2542,yes,no,228,1,-1,unknown,no
37,management,married,tertiary,5355,no,no,466,4,-1,unknown,yes
38,student,single,tertiary,87,no,no,74,2,-1,unknown,no
59,retired,married,secondary,9976,yes,no,57,2,-1,unknown,no
32,admin.,married,secondary,,no,no,119,3,-1,unknown,no
55,management,married,tertiary,54,no,no,124,2,-1,unknown,no
,blue-collar,married,secondary,28,yes,yes,65,50,-1,unknown,no
56,management,divorced,tertiary,-59,no,yes,127,6,-1,unknown,no
27,admin.,married,secondary,-517,yes,no,172,3,-1,unknown,no
42,unemployed,single,secondary,2613,yes,no,174,6,-1,unknown,no
42,student,married,unknown,-7,no,no,41,6,-1,unknown,no
41,blue-collar,married,primary,,yes,no,232,3,-1,unknown,
,retired,divorced,secondary,-2,no,yes,161,1,-1,unknown,no
67,retired,married,primary,231,no,no,124,1,-1,unknown,no
,housemaid,married,primary,14,no,yes,701,1,-1,unknown,yes
33,blue-collar,married,primary,191,yes,no,162,2,-1,unknown,no
31,technician,single,unknown,694,,no,431,2,-1,unknown,no
31,admin.,married,secondary,212,yes,no,191,3,-1,unknown,no
30,management,married,tertiary,1882,yes,no,249,5,-1,unknown,no
48,blue-collar,married,unknown,131,yes,no,189,1,-1,unknown,no
30,technician,single,secondary,175,no,no,167,4,-1,unknown,
43,technician,single,tertiary,,no,no,73,4,-1,unknown,no
38,management,divorced,tertiary,4425,yes,no,162,1,-1,unknown,no
46,unemployed,married,secondary,3533,yes,no,235,2,-1,unknown,no
59,blue-collar,divorced,secondary,3573,no,no,44,1,-1,unknown,no
44,management,divorced,tertiary,476,yes,yes,127,2,-1,unknown,no
,blue-collar,married,secondary,1257,yes,no,93,3,329,failure,no
55,blue-collar,married,unknown,23,no,no,143,1,2,other,no
39,management,single,tertiary,,yes,no,81,2,-1,unknown,no
36,services,single,secondary,398,yes,yes,77,2,-1,unknown,
33,blue-collar,married,secondary,745,yes,no,115,4,-1,unknown,no
48,management,single,tertiary,816,no,no,125,1,111,failure,
33,management,single,tertiary,,no,no,53,4,-1,unknown,
67,retired,married,unknown,696,no,no,77,2,-1,unknown,no
48,unemployed,divorced,secondary,1266,yes,no,45,1,-1,unknown,no
57,management,married,tertiary,2416,no,no,74,2,-1,unknown,no
31,housemaid,married,primary,25,no,no,169,5,-1,unknown,no
30,student,single,tertiary,7513,no,no,269,2,-1,unknown,no
56,entrepreneur,divorced,primary,29,no,no,52,2,227,failure,no
26,blue-collar,married,primary,5116,yes,no,246,3,-1,unknown,no
44,management,married,secondary,-1746,yes,no,218,1,-1,unknown,
44,technician,divorced,secondary,14,,no,167,1,92,success,yes
31,management,married,tertiary,4148,yes,no,,3,99,other,yes
47,self-employed,married,unknown,14,yes,no,142,1,-1,unknown,no
30,admin.,single,secondary,15,yes,no,75,1,-1,unknown,no
37,management,married,tertiary,767,no,yes,204,1,-1,unknown,no
56,admin.,divorced,primary,,no,yes,542,1,-1,unknown,no
43,management,single,secondary,-228,yes,yes,122,2,-1,unknown,no
42,services,married,secondary,58,yes,no,,1,-1,unknown,no
60,management,married,secondary,725,yes,no,,1,-1,unknown,no
,blue-collar,married,unknown,41,yes,no,34,9,-1,unknown,no
,management,single,tertiary,184,no,no,203,4,-1,unknown,no
41,management,married,tertiary,251,no,yes,85,3,-1,unknown,no
38,management,divorced,secondary,-17,no,no,11,4,-1,unknown,no
23,services,married,secondary,-19,yes,no,13,10,-1,unknown,no
33,management,married,tertiary,164,yes,no,562,1,-1,unknown,yes
36,blue-collar,married,secondary,777,yes,no,185,3,-1,unknown,no
49,unemployed,married,tertiary,377,no,no,158,1,59,failure,no
,admin.,divorced,secondary,479,yes,no,515,1,350,failure,yes
40,technician,divorced,secondary,-375,yes,no,60,5,-1,unknown,no
72,retired,married,primary,796,no,no,173,2,-1,unknown,no
43,technician,married,secondary,17,yes,no,353,4,-1,unknown,no
44,blue-collar,married,secondary,171,yes,no,143,3,357,failure,
,admin.,married,secondary,,yes,no,18,5,-1,unknown,no
46,admin.,divorced,secondary,7378,no,no,466,1,-1,unknown,no
55,admin.,married,secondary,865,yes,no,85,1,151,failure,no
50,technician,divorced,secondary,-71,yes,yes,148,1,-1,unknown,no
23,blue-collar,single,unknown,817,,no,123,1,-1,unknown,no
,student,married,unknown,1387,no,no,,1,-1,unknown,no
40,blue-collar,married,secondary,,yes,yes,245,3,-1,unknown,no
61,retired,married,secondary,2917,no,no,215,1,-1,unknown,yes
,technician,married,secondary,4541,yes,no,190,6,-1,unknown,no
57,technician,married,secondary,,no,no,44,1,-1,unknown,no
28,blue-collar,married,secondary,4287,no,no,171,1,-1,unknown,no
25,admin.,married,secondary,242,yes,no,62,12,-1,unknown,no
38,blue-collar,married,secondary,171,yes,yes,172,1,-1,unknown,no
27,services,single,secondary,259,yes,no,78,10,-1,unknown,no
45,blue-collar,married,secondary,827,yes,no,319,5,-1,unknown,no
31,services,single,secondary,469,no,yes,111,1,-1,unknown,no
39,blue-collar,married,primary,2226,,no,158,1,-1,unknown,no
42,technician,married,secondary,,no,no,82,12,-1,unknown,no
46,management,married,tertiary,477,yes,no,128,6,-1,unknown,no
36,services,married,secondary,42,yes,no,102,4,-1,unknown,no
30,management,single,tertiary,775,yes,no,124,2,-1,unknown,no
32,blue-collar,married,secondary,9,yes,no,334,2,-1,unknown,
52,technician,married,tertiary,2557,no,no,134,5,204,success,yes
31,management,married,tertiary,2395,no,no,218,1,-1,unknown,no
60,management,married,primary,4895,no,no,313,1,-1,unknown,no
,blue-collar,single,secondary,376,yes,yes,207,3,-1,unknown,no
38,management,married,tertiary,389,yes,no,262,1,-1,unknown,no
46,management,divorced,tertiary,134,no,no,134,2,-1,unknown,no
45,entrepreneur,divorced,tertiary,1273,yes,yes,197,3,-1,unknown,no
59,services,married,secondary,,yes,no,214,3,-1,unknown,no
,management,married,tertiary,2892,yes,yes,1165,7,-1,unknown,no
33,technician,divorced,secondary,,yes,no,177,2,-1,unknown,no
46,management,single,secondary,295,yes,no,141,6,-1,unknown,no
48,admin.,married,secondary,292,yes,yes,164,6,-1,unknown,no
31,services,single,secondary,85,no,no,151,1,-1,unknown,no
32,technician,married,secondary,4,no,no,145,2,260,failure,no
,blue-collar,divorced,primary,-587,yes,no,111,1,-1,unknown,no
36,blue-collar,single,primary,367,,no,217,1,221,failure,
52,management,married,tertiary,-1224,yes,no,253,4,-1,unknown,no
45,management,divorced,tertiary,959,no,no,74,1,-1,unknown,
,management,married,tertiary,,no,no,263,2,-1,unknown,no
25,blue-collar,married,primary,-589,,no,233,1,-1,unknown,no
26,management,single,tertiary,-8,no,no,402,2,-1,unknown,
57,management,married,unknown,,no,no,585,1,-1,unknown,
48,management,married,primary,247,yes,yes,145,1,-1,unknown,no
48,technician,married,unknown,5543,no,no,143,5,-1,unknown,no
32,blue-collar,married,primary,642,no,yes,524,1,-1,unknown,no
58,retired,married,secondary,11,no,no,270,1,-1,unknown,no
57,management,married,primary,-226,yes,no,,1,-1,unknown,no
31,entrepreneur,married,tertiary,5191,no,no,187,2,-1,unknown,no
33,blue-collar,single,secondary,-32,,no,268,2,-1,unknown,no
,entrepreneur,married,tertiary,2289,yes,yes,183,1,-1,unknown,no
36,admin.,married,secondary,725,yes,no,123,3,99,failure,no
32,technician,single,tertiary,75,yes,no,20,4,-1,unknown,no
45,blue-collar,,secondary,776,yes,no,232,4,253,failure,no
,unemployed,married,tertiary,816,yes,no,547,7,-1,unknown,no
41,services,married,secondary,171,no,no,71,9,-1,unknown,
54,services,married,secondary,812,no,no,113,6,-1,unknown,no
49,services,married,secondary,823,no,no,780,4,-1,unknown,yes
28,technician,single,secondary,1453,yes,no,246,1,343,other,no
,blue-collar,single,unknown,431,yes,no,108,12,-1,unknown,no
30,admin.,single,secondary,19,yes,no,253,1,-1,unknown,no
32,self-employed,married,primary,286,yes,no,175,1,-1,unknown,no
,entrepreneur,married,tertiary,2237,yes,no,106,1,-1,unknown,no
42,blue-collar,married,primary,2111,yes,no,86,2,-1,unknown,
48,blue-collar,married,primary,5366,yes,no,,3,-1,unknown,no
33,technician,married,secondary,181,yes,yes,265,2,-1,unknown,no
31,blue-collar,divorced,secondary,-452,yes,no,182,5,-1,unknown,
56,unemployed,divorced,primary,177,no,no,916,3,-1,unknown,no
58,retired,married,primary,,no,no,506,1,-1,unknown,no
37,admin.,single,secondary,-296,yes,no,81,1,-1,unknown,no
59,management,married,primary,2358,yes,no,30,1,-1,unknown,no
50,management,single,tertiary,12,no,no,904,3,-1,unknown,yes
39,housemaid,single,primary,19,yes,no,699,3,-1,unknown,no
30,technician,married,secondary,616,yes,no,19,1,-1,unknown,no
47,services,divorced,secondary,496,yes,no,389,1,-1,unknown,no
44,self-employed,married,secondary,313,no,no,211,4,-1,unknown,no
38,blue-collar,married,primary,29,yes,no,283,1,-1,unknown,no
50,management,married,tertiary,124,no,no,474,2,-1,unknown,no
27,admin.,single,tertiary,3672,yes,no,157,2,351,failure,no
73,retired,married,secondary,19,no,no,509,2,-1,unknown,no
46,blue-collar,married,primary,143,yes,no,279,1,-1,unknown,no
56,retired,divorced,secondary,212,no,yes,27,1,-1,unknown,
36,management,married,tertiary,9,no,no,386,4,-1,unknown,yes
33,blue-collar,married,primary,374,no,no,679,1,-1,unknown,no
40,management,married,tertiary,1734,yes,no,169,1,-1,unknown,no
52,management,married,tertiary,575,no,no,315,1,-1,unknown,no
51,blue-collar,married,secondary,397,yes,no,,2,-1,unknown,no
33,blue-collar,married,secondary,64,yes,no,439,3,-1,unknown,no
54,services,married,secondary,158,,no,198,1,-1,unknown,no
44,management,married,secondary,2984,yes,no,770,2,-1,unknown,no
50,entrepreneur,married,secondary,111,yes,no,340,2,-1,unknown,no
45,blue-collar,single,secondary,,yes,no,1472,1,192,failure,yes
36,management,married,tertiary,1133,yes,no,293,1,181,other,yes
42,technician,married,secondary,4945,yes,no,311,2,-1,unknown,yes
37,technician,married,secondary,712,yes,no,291,2,-1,unknown,no
28,services,single,secondary,-427,yes,yes,965,2,-1,unknown,no
56,admin.,married,secondary,2146,no,yes,594,1,-1,unknown,no
59,admin.,married,secondary,92,yes,no,139,2,350,failure,no
32,unemployed,married,secondary,1,yes,no,501,4,-1,unknown,
57,retired,married,primary,1238,yes,no,274,1,-1,unknown,no
49,admin.,single,secondary,981,yes,no,10,3,-1,unknown,no
56,entrepreneur,,unknown,575,no,no,18,2,-1,unknown,no
48,admin.,divorced,unknown,-7,no,no,243,1,-1,unknown,no
27,student,single,tertiary,3733,yes,no,198,1,98,success,yes
31,management,,tertiary,574,yes,no,410,2,-1,unknown,no
28,blue-collar,single,secondary,43,no,no,190,1,-1,unknown,no
36,management,married,tertiary,428,no,no,121,1,-1,unknown,no
58,housemaid,married,primary,,yes,no,148,1,-1,unknown,no
46,admin.,married,secondary,,yes,yes,239,2,259,failure,
32,management,single,tertiary,474,yes,no,90,3,-1,unknown,no
39,services,married,secondary,-54,no,no,29,1,-1,unknown,
,self-employed,married,tertiary,56,yes,no,58,1,136,failure,no
31,management,married,tertiary,325,yes,no,1139,2,-1,unknown,yes
29,management,single,tertiary,437,no,no,504,1,92,success,yes
48,blue-collar,married,primary,574,no,no,348,1,-1,unknown,no
60,retired,married,primary,,no,no,130,3,-1,unknown,no
74,retired,married,secondary,935,no,no,100,1,104,other,no
30,services,married,secondary,699,yes,no,544,1,-1,unknown,no
52,admin.,single,primary,,no,no,182,11,-1,unknown,no
,blue-collar,married,secondary,-22,yes,no,90,1,-1,unknown,no
29,services,,secondary,11417,yes,no,272,2,-1,unknown,no
33,housemaid,married,primary,212,yes,no,260,2,-1,unknown,no
,blue-collar,married,secondary,67,yes,yes,672,3,-1,unknown,no
45,admin.,divorced,secondary,,no,no,264,1,-1,unknown,yes
31,blue-collar,married,secondary,,no,yes,275,2,-1,unknown,no
45,technician,married,secondary,1673,no,no,76,1,-1,unknown,no
27,services,married,secondary,-122,yes,no,749,2,-1,unknown,no
30,management,single,tertiary,4213,no,no,142,4,-1,unknown,no
45,blue-collar,married,primary,,no,no,454,2,-1,unknown,no
57,blue-collar,married,secondary,1521,yes,yes,102,2,178,failure,no
,management,married,tertiary,131,no,no,,3,158,other,no
40,admin.,married,secondary,,yes,yes,57,1,-1,unknown,no
39,management,married,tertiary,399,no,no,504,1,-1,unknown,no
46,technician,married,tertiary,45,no,no,138,3,-1,unknown,no
55,management,divorced,tertiary,9756,yes,no,103,2,95,other,
25,management,single,tertiary,256,no,no,485,1,-1,unknown,yes
,management,,tertiary,697,no,no,166,1,-1,unknown,
37,blue-collar,married,primary,43,yes,no,318,2,338,success,no
64,retired,divorced,tertiary,89,no,no,531,3,-1,unknown,no
45,technician,divorced,secondary,89,yes,no,155,2,363,failure,no
57,housemaid,married,secondary,158,yes,no,73,1,-1,unknown,no
21,student,single,unknown,137,yes,no,198,3,-1,unknown,no
58,housemaid,married,secondary,275,no,no,137,1,-1,unknown,no
41,blue-collar,single,secondary,75,yes,no,479,9,-1,unknown,yes
41,management,married,unknown,2457,yes,no,285,1,-1,unknown,no
58,management,married,tertiary,541,yes,no,98,1,-1,unknown,no
33,management,married,tertiary,287,yes,no,199,2,274,other,no
32,management,married,tertiary,273,yes,yes,97,3,-1,unknown,no
44,services,divorced,secondary,,yes,no,389,5,-1,unknown,no
47,unknown,married,unknown,677,no,no,384,1,99,success,no
41,self-employed,married,primary,34,no,no,37,3,-1,unknown,no
54,technician,married,tertiary,98,no,no,420,4,-1,unknown,no
47,technician,divorced,tertiary,477,yes,no,973,1,366,failure,no
32,management,single,tertiary,2629,no,no,77,4,-1,unknown,no
59,housemaid,married,tertiary,,no,yes,376,2,-1,unknown,no
29,technician,single,tertiary,2325,no,no,125,1,-1,unknown,yes
48,services,married,secondary,-2,no,no,142,2,-1,unknown,no
32,technician,single,secondary,23,yes,no,442,1,266,failure,yes
46,management,divorced,secondary,-852,no,yes,728,2,-1,unknown,no
31,blue-collar,single,primary,-28,no,no,281,3,-1,unknown,no
,blue-collar,married,secondary,25,no,no,528,2,-1,unknown,yes
,technician,single,tertiary,9851,yes,no,,5,-1,unknown,
48,services,single,unknown,595,yes,no,71,1,-1,unknown,no
32,technician,married,secondary,687,no,no,161,4,-1,unknown,no
31,management,married,secondary,1368,yes,no,129,4,-1,unknown,
27,blue-collar,single,primary,-179,yes,no,54,2,-1,unknown,no
60,admin.,married,secondary,-396,yes,no,443,1,350,failure,no
,blue-collar,single,tertiary,111,yes,no,136,1,-1,unknown,no
52,self-employed,married,secondary,9,no,yes,44,1,-1,unknown,no
48,blue-collar,married,secondary,1159,yes,yes,1181,9,-1,unknown,no
45,technician,married,primary,-322,no,no,225,2,-1,unknown,no
54,technician,divorced,secondary,1114,yes,no,81,1,-1,unknown,no
52,services,married,secondary,272,no,no,224,1,-1,unknown,no
47,entrepreneur,married,tertiary,459,yes,no,189,4,-1,unknown,
54,unknown,married,secondary,1157,no,no,98,2,-1,unknown,no
,blue-collar,married,secondary,839,,yes,50,1,-1,unknown,no
39,technician,single,tertiary,143,no,no,195,10,-1,unknown,no
46,technician,married,secondary,298,no,no,110,2,-1,unknown,no
26,unemployed,single,secondary,461,no,no,214,1,-1,unknown,no
37,technician,single,secondary,61,yes,no,182,8,-1,unknown,no
47,blue-collar,married,secondary,123,yes,no,239,2,-1,unknown,no
,technician,married,secondary,167,no,yes,179,6,-1,unknown,
57,unemployed,married,primary,,no,no,540,1,-1,unknown,no
,management,married,tertiary,1657,yes,no,566,2,356,failure,
47,technician,married,secondary,1219,no,no,697,4,-1,unknown,yes
27,technician,,secondary,7,yes,no,98,2,-1,unknown,no
40,blue-collar,married,secondary,-839,yes,yes,1018,2,-1,unknown,yes
39,technician,married,secondary,994,no,no,221,1,241,failure,no
36,entrepreneur,married,tertiary,6,no,no,246,1,-1,unknown,no
42,technician,single,secondary,,no,no,656,2,-1,unknown,no
23,blue-collar,single,primary,8627,yes,no,281,1,-1,unknown,no
,management,married,tertiary,133,yes,no,,1,-1,unknown,
,blue-collar,married,secondary,247,yes,yes,193,5,-1,unknown,no
49,services,married,secondary,1114,no,no,283,1,-1,unknown,no
57,blue-collar,married,primary,1592,no,yes,78,4,-1,unknown,no
59,retired,married,unknown,,no,no,425,6,-1,unknown,no
57,admin.,,tertiary,46,no,no,238,2,-1,unknown,no
,blue-collar,married,secondary,1221,yes,no,182,1,90,failure,no
61,management,married,secondary,985,no,no,998,6,-1,unknown,yes
,blue-collar,divorced,secondary,,yes,no,477,1,-1,unknown,
42,management,married,tertiary,52,no,no,158,1,-1,unknown,no
57,services,married,tertiary,1,no,no,320,3,-1,unknown,no
42,blue-collar,married,secondary,2157,yes,no,149,1,364,failure,no
,retired,married,secondary,695,yes,yes,410,5,-1,unknown,
63,retired,married,tertiary,133,yes,no,104,2,-1,unknown,no
47,self-employed,married,secondary,1121,no,no,454,6,-1,unknown,no
54,services,married,secondary,88,yes,no,190,1,-1,unknown,
45,admin.,married,secondary,,no,no,145,10,-1,unknown,no
28,management,single,tertiary,-328,yes,no,318,2,-1,unknown,no
58,unemployed,married,secondary,61,yes,no,246,2,-1,unknown,no
48,management,single,tertiary,414,no,no,761,2,-1,unknown,no
,management,divorced,tertiary,,yes,no,171,1,-1,unknown,yes
37,self-employed,married,tertiary,,no,no,143,1,-1,unknown,no
37,blue-collar,married,secondary,685,yes,no,968,1,-1,unknown,no
37,management,married,primary,22856,no,no,154,1,388,failure,no
25,services,single,secondary,-352,no,no,246,1,-1,unknown,no
58,blue-collar,married,secondary,62,yes,no,201,1,-1,unknown,no
52,management,married,secondary,-588,yes,no,81,4,-1,unknown,no
19,student,single,secondary,32,no,no,205,1,-1,unknown,yes
59,blue-collar,married,secondary,5314,yes,no,200,3,-1,unknown,no
41,technician,married,secondary,64,yes,yes,210,2,-1,unknown,no
,technician,single,tertiary,632,no,no,215,10,-1,unknown,no
,technician,single,secondary,5731,yes,no,164,2,167,other,no
41,technician,married,secondary,92,no,no,35,6,-1,unknown,
28,blue-collar,single,secondary,637,yes,no,615,1,-1,unknown,no
,management,divorced,secondary,112,no,yes,246,3,-1,unknown,no
,services,married,secondary,,no,yes,42,1,-1,unknown,no
33,admin.,,tertiary,621,no,no,217,1,-1,unknown,no
37,technician,single,secondary,435,yes,no,210,1,-1,unknown,no
32,technician,married,secondary,782,yes,no,116,4,-1,unknown,no
32,blue-collar,married,secondary,478,yes,no,200,1,-1,unknown,no
54,services,married,unknown,7864,yes,no,145,4,-1,unknown,no
44,blue-collar,married,secondary,191,yes,no,41,1,-1,unknown,
36,technician,divorced,tertiary,1174,yes,no,192,2,-1,unknown,no
56,admin.,married,secondary,127,yes,no,80,2,165,other,no
30,management,single,tertiary,18,no,no,121,11,-1,unknown,no
36,blue-collar,married,secondary,141,yes,no,106,3,-1,unknown,
43,management,married,tertiary,2886,no,no,230,1,-1,unknown,
40,technician,married,secondary,2715,yes,no,125,2,-1,unknown,no
32,technician,single,tertiary,11,yes,yes,67,1,-1,unknown,no
,blue-collar,married,secondary,516,yes,yes,26,1,-1,unknown,no
37,services,married,secondary,1,no,no,395,2,-1,unknown,no
28,admin.,single,secondary,775,no,no,,2,-1,unknown,no
